epoch,accuracy,loss,val_accuracy,val_loss
0,0.5970436930656433,1.6200520992279053,0.6641025543212891,0.9813595414161682
1,0.7461439371109009,0.8621113896369934,0.7974358797073364,0.7760880589485168
2,0.791773796081543,0.6584941148757935,0.8051282167434692,0.636344313621521
3,0.8142673373222351,0.5746043920516968,0.8230769038200378,0.5717616677284241
4,0.8149100542068481,0.5428048372268677,0.8307692408561707,0.524520754814148
5,0.8194087147712708,0.517848014831543,0.8307692408561707,0.5383287072181702
6,0.8341902494430542,0.4979579448699951,0.8179486989974976,0.5666386485099792
7,0.8393316268920898,0.49538078904151917,0.8410256505012512,0.5308942794799805
8,0.8444730043411255,0.4673357307910919,0.8333333134651184,0.49760061502456665
9,0.8496143817901611,0.45315974950790405,0.8282051086425781,0.49219879508018494
10,0.8438303470611572,0.4429326355457306,0.8384615182876587,0.4916859567165375
11,0.8631105422973633,0.4377703070640564,0.8333333134651184,0.5552592873573303
12,0.8508997559547424,0.44966933131217957,0.8230769038200378,0.504699170589447
13,0.8566837906837463,0.42677807807922363,0.8230769038200378,0.5368255376815796
14,0.8586118221282959,0.41056323051452637,0.8307692408561707,0.5510782599449158
15,0.8643959164619446,0.4071180522441864,0.8128204941749573,0.6182290315628052
16,0.8669666051864624,0.4031386077404022,0.8051282167434692,0.5709367394447327
17,0.8534704446792603,0.41765761375427246,0.8256410360336304,0.5169541835784912
18,0.8611825108528137,0.3977741301059723,0.8282051086425781,0.5705280303955078
19,0.8669666051864624,0.3889526128768921,0.8256410360336304,0.5232616066932678
20,0.8682519197463989,0.380161851644516,0.8153846263885498,0.5569090843200684
21,0.8701799511909485,0.3761987090110779,0.8128204941749573,0.5698294043540955
22,0.8676092624664307,0.3782142400741577,0.8128204941749573,0.5430824160575867
23,0.872107982635498,0.36701837182044983,0.8179486989974976,0.5621091723442078
24,0.8823907375335693,0.3548731207847595,0.807692289352417,0.576030433177948
25,0.8804627060890198,0.3536709249019623,0.8102564215660095,0.5577365756034851
26,0.8817480802536011,0.3436520993709564,0.8179486989974976,0.5971590280532837
27,0.888174831867218,0.3340938687324524,0.8102564215660095,0.5945144891738892
28,0.8888174891471863,0.3400373160839081,0.807692289352417,0.5622435808181763
29,0.8894601464271545,0.3246844708919525,0.8153846263885498,0.5992909073829651
