epoch,accuracy,loss,val_accuracy,val_loss
0,0.7711835503578186,0.8586629033088684,0.8916323781013489,0.5726998448371887
1,0.8744425177574158,0.4657977819442749,0.8792867064476013,0.35714206099510193
2,0.8765008449554443,0.3741394281387329,0.8998628258705139,0.32513585686683655
3,0.8857632875442505,0.3474902808666229,0.8998628258705139,0.3175910413265228
4,0.8881646394729614,0.33162057399749756,0.9012345671653748,0.31629088521003723
5,0.8936535120010376,0.3197976052761078,0.8916323781013489,0.3337581157684326
6,0.895368754863739,0.3096998929977417,0.9053497910499573,0.3144932985305786
7,0.9012007117271423,0.29907628893852234,0.9012345671653748,0.3047773838043213
8,0.9005146026611328,0.2934291660785675,0.8957476019859314,0.3257203996181488
9,0.9049742817878723,0.2902730405330658,0.8792867064476013,0.31577739119529724
10,0.9060034155845642,0.2759115397930145,0.882030189037323,0.35590997338294983
11,0.9084048271179199,0.2765210270881653,0.8834019303321838,0.3184765875339508
12,0.9108061790466309,0.2633635103702545,0.8861454129219055,0.3243192136287689
13,0.9114922881126404,0.2630573511123657,0.9108367562294006,0.2994050979614258
14,0.9104630947113037,0.2599291205406189,0.882030189037323,0.33402806520462036
15,0.9118353128433228,0.2565411627292633,0.8888888955116272,0.3262343406677246
16,0.913550615310669,0.2527926564216614,0.882030189037323,0.3379442095756531
17,0.9193825125694275,0.23836968839168549,0.8834019303321838,0.3491917848587036
18,0.9248713254928589,0.23248609900474548,0.9039780497550964,0.320807546377182
19,0.922469973564148,0.22788558900356293,0.8875171542167664,0.3268813490867615
20,0.9265866279602051,0.2257194221019745,0.9026063084602356,0.33079099655151367
21,0.9231560826301575,0.22047124803066254,0.8930041193962097,0.33339977264404297
22,0.9255574345588684,0.21626585721969604,0.8806584477424622,0.35863375663757324
23,0.9245283007621765,0.2219652384519577,0.8875171542167664,0.34041932225227356
24,0.925214409828186,0.22252580523490906,0.8930041193962097,0.31797417998313904
25,0.9358490705490112,0.1960289180278778,0.8779149651527405,0.3666515648365021
26,0.9310463070869446,0.19392254948616028,0.9012345671653748,0.3463120758533478
27,0.9358490705490112,0.18766151368618011,0.8806584477424622,0.36927634477615356
28,0.9334476590156555,0.19036927819252014,0.8971193432807922,0.33954259753227234
29,0.9351629614830017,0.1888003796339035,0.8888888955116272,0.3500652015209198
