epoch,accuracy,loss,val_accuracy,val_loss
0,0.6005800366401672,1.3201876878738403,0.6680716276168823,1.0769788026809692
1,0.7511205077171326,0.7729215025901794,0.7165437340736389,0.8504986763000488
2,0.7909306883811951,0.6769986152648926,0.7386723160743713,0.8195129036903381
3,0.8067492842674255,0.6188254952430725,0.767123281955719,0.7307701110839844
4,0.8075401782989502,0.5956476330757141,0.8040041923522949,0.7028272747993469
5,0.8220406174659729,0.5702896118164062,0.792413055896759,0.697026252746582
6,0.8267861604690552,0.5524080395698547,0.7534246444702148,0.7663185596466064
7,0.8252043128013611,0.5434709191322327,0.7945205569267273,0.700252890586853
8,0.8291589617729187,0.5279090404510498,0.7787144184112549,0.7159116268157959
9,0.8273134827613831,0.5238890647888184,0.7966280579566956,0.7021175622940063
10,0.8370682597160339,0.5101090669631958,0.786090612411499,0.6860346794128418
11,0.8317953944206238,0.5063155889511108,0.7808219194412231,0.6906754374504089
12,0.839704692363739,0.4989793598651886,0.7945205569267273,0.6714237928390503
13,0.8404956459999084,0.48653438687324524,0.7744994759559631,0.7032310962677002
14,0.8433957099914551,0.4805726706981659,0.767123281955719,0.7213598489761353
15,0.8470867276191711,0.4753200113773346,0.7555321455001831,0.7269548177719116
16,0.8468230962753296,0.4666441082954407,0.7808219194412231,0.7139130234718323
17,0.8478776812553406,0.45917004346847534,0.7744994759559631,0.708348274230957
18,0.8507777452468872,0.4503767788410187,0.7913593053817749,0.6927005648612976
19,0.8555233478546143,0.44399747252464294,0.7618545889854431,0.7700192332267761
20,0.8578961491584778,0.4411490559577942,0.7513172030448914,0.777090847492218
21,0.8581597805023193,0.4339349865913391,0.7523708939552307,0.7573174834251404
22,0.8607962131500244,0.42537999153137207,0.760800838470459,0.7358485460281372
23,0.8602688908576965,0.42239847779273987,0.773445725440979,0.7307099103927612
24,0.8655418157577515,0.40562325716018677,0.7639620900154114,0.7699238061904907
25,0.8687055110931396,0.39771589636802673,0.7650157809257507,0.7595391869544983
26,0.8729237914085388,0.3817090690135956,0.7513172030448914,0.8116240501403809
27,0.8750329613685608,0.3765425384044647,0.7534246444702148,0.7879517078399658
28,0.8779330253601074,0.36909180879592896,0.7523708939552307,0.8217190504074097
29,0.8816240429878235,0.3595482110977173,0.7492097020149231,0.8324019908905029
