epoch,accuracy,loss,val_accuracy,val_loss
0,0.7035543918609619,1.100474238395691,0.6764275431632996,0.9477440714836121
1,0.8057896494865417,0.5577077269554138,0.717423141002655,0.88592529296875
2,0.8343715667724609,0.4799415171146393,0.7467057108879089,0.7913628220558167
3,0.8475632071495056,0.4512445628643036,0.765739381313324,0.7466878294944763
4,0.8611212968826294,0.4218612313270569,0.7906295657157898,0.6392039656639099
5,0.8589226603507996,0.4105771780014038,0.799414336681366,0.636557936668396
6,0.8629534840583801,0.3936258852481842,0.7877013087272644,0.6636895537376404
7,0.8728471994400024,0.3892041742801666,0.7862371802330017,0.6229223012924194
8,0.8772444128990173,0.3725014626979828,0.8052708506584167,0.609039843082428
9,0.8842066526412964,0.3673637807369232,0.7920936942100525,0.7288913726806641
10,0.8864052891731262,0.36477893590927124,0.7877013087272644,0.6774597764015198
11,0.8820080757141113,0.350811243057251,0.7891654372215271,0.6539689302444458
12,0.8875045776367188,0.34239470958709717,0.7642752528190613,0.7578177452087402
13,0.8933675289154053,0.33732542395591736,0.7774524092674255,0.6775481700897217
14,0.8933675289154053,0.3331473171710968,0.8023425936698914,0.6601966023445129
15,0.8948332667350769,0.32265469431877136,0.7935578227043152,0.7279555797576904
16,0.8973982930183411,0.31959542632102966,0.7584187388420105,0.7751356959342957
17,0.8919017910957336,0.32604894042015076,0.7950219511985779,0.6864299178123474
18,0.8977647423744202,0.3135197162628174,0.7715958952903748,0.7410513162612915
19,0.8962990045547485,0.30985936522483826,0.7598828673362732,0.7319620251655579
20,0.8984976410865784,0.3023044764995575,0.7935578227043152,0.7209092974662781
21,0.8981311917304993,0.3085014820098877,0.7906295657157898,0.7003425359725952
22,0.8973982930183411,0.30390799045562744,0.7745241522789001,0.7225282788276672
23,0.9061927199363708,0.2884264588356018,0.7745241522789001,0.7346362471580505
24,0.8981311917304993,0.28991156816482544,0.765739381313324,0.791610062122345
25,0.9076584577560425,0.28345102071762085,0.7730600237846375,0.7492121458053589
26,0.906925618648529,0.27311408519744873,0.7789165377616882,0.7409619092941284
27,0.906925618648529,0.26726359128952026,0.7642752528190613,0.780580461025238
28,0.9105899333953857,0.26104745268821716,0.7540263533592224,0.7821059226989746
29,0.9124221205711365,0.25731512904167175,0.765739381313324,0.7509074211120605
