epoch,accuracy,loss,val_accuracy,val_loss
0,0.5035802721977234,1.4466949701309204,0.5666337609291077,1.1506978273391724
1,0.598395049571991,1.1399736404418945,0.5582428574562073,1.1490832567214966
2,0.6058024764060974,1.1173723936080933,0.5567620992660522,1.1321208477020264
3,0.6106172800064087,1.0930578708648682,0.5602172017097473,1.1215935945510864
4,0.6091358065605164,1.0805127620697021,0.5839091539382935,1.112335443496704
5,0.6162962913513184,1.068387508392334,0.5557749271392822,1.1204733848571777
6,0.6135802268981934,1.0607109069824219,0.5547877550125122,1.1717253923416138
7,0.6209876537322998,1.0390926599502563,0.5439289212226868,1.221652865409851
8,0.6216049194335938,1.0354162454605103,0.5340572595596313,1.1934481859207153
9,0.6276543140411377,1.0275770425796509,0.5449160933494568,1.2044315338134766
10,0.6308642029762268,1.0137416124343872,0.5424481630325317,1.187399983406067
11,0.6341975331306458,1.001232385635376,0.5301085710525513,1.2140448093414307
12,0.6355555653572083,0.9962714910507202,0.5227048397064209,1.2317712306976318
13,0.6393827199935913,0.9777868986129761,0.5153011083602905,1.2432968616485596
14,0.6399999856948853,0.9715893268585205,0.5468904376029968,1.1976330280303955
15,0.646172821521759,0.9575365781784058,0.5478776097297668,1.1972897052764893
16,0.6496296525001526,0.9489806294441223,0.5064165592193604,1.2692368030548096
17,0.6538271307945251,0.937248170375824,0.527640700340271,1.2443629503250122
18,0.654321014881134,0.9262911677360535,0.5241855978965759,1.2783335447311401
19,0.657654345035553,0.913353681564331,0.526159942150116,1.2814199924468994
20,0.6598765254020691,0.9075103402137756,0.5434353351593018,1.2416062355041504
21,0.6607407331466675,0.8972057700157166,0.5074037313461304,1.321709156036377
22,0.6728395223617554,0.8785411715507507,0.5310957431793213,1.2710808515548706
23,0.6711111068725586,0.8678879737854004,0.5187561511993408,1.3318865299224854
24,0.6808642148971558,0.8604480624198914,0.5138203501701355,1.302659511566162
25,0.6820987462997437,0.8447719216346741,0.5207304954528809,1.3465173244476318
26,0.6904938220977783,0.8273581862449646,0.5172753930091858,1.3569259643554688
27,0.6820987462997437,0.8426204323768616,0.5207304954528809,1.354719877243042
28,0.6903703808784485,0.822192370891571,0.5217176675796509,1.3665552139282227
29,0.6971604824066162,0.8039863705635071,0.5049358606338501,1.4009374380111694
