epoch,accuracy,loss,val_accuracy,val_loss
0,0.5333904027938843,1.7522913217544556,0.6061643958091736,1.2727653980255127
1,0.7123287916183472,1.041324496269226,0.818493127822876,0.662631094455719
2,0.7568492889404297,0.7394345998764038,0.8321917653083801,0.5593301653862
3,0.7851027250289917,0.6360750198364258,0.8424657583236694,0.5266579389572144
4,0.7970890402793884,0.6046258807182312,0.784246563911438,0.6343266367912292
5,0.7962328791618347,0.5997267365455627,0.8321917653083801,0.5234165191650391
6,0.8107876777648926,0.5519227385520935,0.8253424763679504,0.5182057023048401
7,0.8193492889404297,0.5282201170921326,0.8116438388824463,0.5582765936851501
8,0.8219178318977356,0.526564359664917,0.835616409778595,0.5304102301597595
9,0.8313356041908264,0.5067811608314514,0.8287671208381653,0.5370889902114868
10,0.8339040875434875,0.48288074135780334,0.8321917653083801,0.5115979909896851
11,0.846746563911438,0.46949246525764465,0.8390411138534546,0.4724588394165039
12,0.8330479264259338,0.4753911793231964,0.8150684833526611,0.5972864031791687
13,0.8424657583236694,0.47359272837638855,0.8458904027938843,0.5046172142028809
14,0.8476027250289917,0.4505128264427185,0.8390411138534546,0.4991534650325775
15,0.846746563911438,0.4343659281730652,0.8390411138534546,0.5109551548957825
16,0.8527397513389587,0.4357273578643799,0.8424657583236694,0.48939868807792664
17,0.851883590221405,0.41769301891326904,0.8527397513389587,0.45644551515579224
18,0.8553082346916199,0.4149828553199768,0.8493150472640991,0.47644224762916565
19,0.8655821681022644,0.39694881439208984,0.8321917653083801,0.5390656590461731
20,0.8613013625144958,0.4104708135128021,0.8561643958091736,0.469742089509964
21,0.8655821681022644,0.38773006200790405,0.8561643958091736,0.488111674785614
22,0.8647260069847107,0.39163738489151,0.8424657583236694,0.5096593499183655
23,0.8595890402793884,0.44043323397636414,0.8390411138534546,0.5597720146179199
24,0.8587328791618347,0.42947694659233093,0.8561643958091736,0.48297756910324097
25,0.8655821681022644,0.40104055404663086,0.8424657583236694,0.5315244793891907
26,0.8664383292198181,0.3958370089530945,0.8595890402793884,0.4975094199180603
27,0.8732876777648926,0.3727623522281647,0.835616409778595,0.5611786842346191
28,0.8732876777648926,0.3727579116821289,0.8253424763679504,0.5553399324417114
29,0.8792808055877686,0.37374088168144226,0.8321917653083801,0.5676859021186829
