epoch,accuracy,loss,val_accuracy,val_loss
0,0.5484986901283264,1.269700050354004,0.6651909351348877,0.9516689777374268
1,0.5855818390846252,0.9736121296882629,0.6685113310813904,0.9041293263435364
2,0.5970665812492371,0.9243055582046509,0.6596568822860718,0.9017502665519714
3,0.5970665812492371,0.8981624245643616,0.6568898558616638,0.892540693283081
4,0.605645477771759,0.881211519241333,0.6646375060081482,0.8487202525138855
