epoch,T,L,Lr,Lc
83,,1.0526336431503296,0.9045112729072571,0.14812235534191132
84,,1.050866961479187,0.902600884437561,0.1482660174369812
85,,1.0506610870361328,0.9043110609054565,0.14635004103183746
86,,1.0500316619873047,0.9047743082046509,0.14525727927684784
87,,1.0495270490646362,0.9051684737205505,0.1443585455417633
88,,1.0504333972930908,0.9058427810668945,0.1445908397436142
89,,1.050195574760437,0.9066519737243652,0.14354325830936432
90,,1.0516263246536255,0.9076845049858093,0.1439419835805893
91,,1.050490140914917,0.9056155681610107,0.1448744684457779
92,,1.05124831199646,0.9057702422142029,0.14547835290431976
93,,1.0514204502105713,0.9059315919876099,0.14548896253108978
94,,1.0511587858200073,0.9064621329307556,0.1446963995695114
95,,1.0511491298675537,0.905264675617218,0.14588434994220734
96,,1.0500526428222656,0.9052678346633911,0.14478501677513123
97,,1.0503077507019043,0.9061141014099121,0.14419372379779816
98,,1.0518641471862793,0.9068026542663574,0.14506138861179352
99,,1.052046537399292,0.9069222211837769,0.14512421190738678
